10000	4725
4725	6805
4725	7523
4725	7524
4725	7673
4725	9352
4725	9356
4725	9368
4725	9599
4725	9601
4725	9614
4725	9618
4725	9997
4725	10000
4725	10006
4732	4983
4732	7690
4732	9354
4732	9356
4732	9357
4732	9368
4732	9380
4732	9601
4732	10000
4732	10001
4732	10002
4732	10003
4732	10004
4732	10011
4732	10019
4732	17514
4680	7524
4680	7526
4680	10001
7518	9351
7518	9354
7518	9363
7518	9613
7518	9615
7518	9997
7518	10002
7518	10003
7518	10011
7518	10019
4716	6461
4716	7512
4716	7514
4716	9352
4716	9359
4716	9602
4716	9671
4716	9999
4716	10006
4716	10009
4716	10018
3549	3557
3549	3561
3549	3563
3549	3742
3549	3786
3549	3846
3549	3900
3549	3914
3549	3931
3549	3967
3549	3976
3549	4006
3549	4039
3549	4183
3549	4200
3549	4211
3549	4230
3549	4258
3549	4323
3549	4355
3549	4436
3549	4492
3549	4513
3549	4550
3549	4565
3549	4637
3549	4648
3549	4675
3549	4678
3549	4685
3549	4693
3549	4725
3549	4755
3549	4766
3549	5000
3549	5033
3549	5097
3549	5401
3549	5430
3549	5459
3549	5511
3549	5650
3549	5651
3549	5668
3549	5684
3549	5705
3549	5727
3549	5738
3549	6066
3549	6079
3549	6095
3549	6123
3549	6140
3549	6172
3549	6220
3549	6221
3549	6259
3549	6325
3549	6347
3549	6358
3549	6371
3549	6395
3549	6402
3549	6427
3549	6453
3549	6461
3549	6467
3549	6469
3549	6484
3549	6555
3549	6576
3549	6716
3549	6762
3549	6785
3549	6841
3549	6950
3549	6954
3549	6967
3549	6993
3549	6999
3549	7010
3549	7018
3549	7055
3549	7091
3549	7138
3549	7141
3549	7170
3549	7176
3549	7194
3549	7232
3549	7296
3549	7321
3549	7351
3549	7473
3549	7503
3549	7514
3549	7518
3549	7673
3549	7683
3549	7686
3549	7770
3549	7837
3549	7883
3549	7908
3549	7911
3549	7922
3549	7930
3549	7936
3549	7960
3549	7976
3549	8001
3549	8002
3549	8011
3549	8057
3549	8070
3549	8120
3549	8259
3549	8297
3549	8327
3549	8723
3549	8731
3549	8881
3549	9057
3549	9145
3549	9167
3549	9211
3549	9304
3549	9370
3549	9595
3549	9603
3549	9607
3549	9609
3549	9610
3549	9680
3549	9824
3549	10007
3549	10240
3549	10265
3549	10310
3549	10325
3549	10381
3549	10487
3549	10514
3549	10627
3549	10663
3549	10673
3549	10732
3549	10759
3549	10860
3549	10910
3549	10911
3549	10913
3549	11022
3549	11023
3549	11042
3549	11135
3549	11162
3549	11192
3549	11206
3549	11220
3549	11325
3549	11333
3549	11378
3549	11388
3549	11443
3549	11456
3549	11480
3549	11588
3549	11638
3549	11656
3549	11669
3549	11674
3549	11680
3549	11711
3549	11731
3549	11767
3549	11783
3549	11803
3549	11841
3549	11880
3549	11881
3549	11899
3549	11913
3549	11935
3549	11992
3549	12012
3549	12050
3549	12077
3549	12092
3549	12114
3549	12117
3549	12156
3549	12158
3549	12220
3549	12235
3549	12236
3549	12731
3549	12781
3549	12956
3549	13003
3549	13009
3549	13108
3549	13129
3549	13163
3549	13207
3549	13219
3549	13328
3549	13344
3549	13345
3549	13405
3549	13423
3549	13468
3549	13525
3549	13526
3549	13543
3549	13549
3549	13609
3549	13627
3549	13629
3549	13646
3549	13703
3549	13721
3549	13724
3549	13734
3549	13744
3549	13768
3549	13853
3549	13890
3549	13912
3549	13955
3549	13956
3549	13957
3549	13982
3549	13985
3549	14001
3549	14051
3549	14061
3549	14095
3549	14167
3549	14184
3549	14201
3549	14203
3549	14242
3549	14252
3549	14281
3549	14294
3549	14310
3549	14320
3549	14323
3549	14345
3549	14349
3549	14361
3549	14413
3549	14446
3549	14466
3549	14471
3549	14494
3549	14501
3549	14569
3549	14592
3549	14614
3549	14642
3549	14671
3549	14673
3549	14677
3549	14719
3549	14741
3549	14742
3549	14744
3549	14745
3549	14757
3549	14785
3549	14846
3549	14869
3549	14895
3549	14917
3549	14936
3549	14963
3549	14971
3549	14986
3549	14991
3549	15043
3549	15077
3549	15079
3549	15111
3549	15143
3549	15169
3549	15217
3549	15270
3549	15285
3549	15286
3549	15289
3549	15300
3549	15310
3549	15331
3549	15347
3549	15504
3549	15516
3549	15664
3549	15862
3549	15872
3549	15878
3549	15936
3549	16392
3549	16395
3549	16396
3549	16399
3549	16405
3549	16412
3549	16429
3549	16455
3549	16474
3549	16502
3549	16508
3549	16540
3549	16544
3549	16561
3549	16595
3549	16647
3549	16676
3549	16682
3549	16713
3549	16734
3549	16739
3549	16779
3549	16808
3549	16809
3549	16842
3549	16869
3549	16912
3549	16918
3549	16922
3549	16948
3549	16993
3549	17034
3549	17088
3549	17093
3549	17143
3549	17184
3549	17201
3549	17239
3549	17256
3549	17301
3549	17311
3549	17358
3549	17382
3549	17388
3549	17506
3549	18439
3549	18447
3549	18448
3549	18591
3549	18614
3549	18640
3549	18665
3549	18692
3549	18712
3549	18742
3549	18754
3549	18786
3549	18803
3549	18809
3549	18910
3549	18950
3549	18992
3549	18994
3549	18995
3549	18996
3549	19012
3549	19082
3549	19087
3549	19187
3549	19193
3549	19202
3549	19358
3549	19379
3549	19381
3549	19458
3549	19504
3549	19535
3549	19540
3549	19609
3549	19642
3549	19764
3549	19770
3549	19897
3549	19934
10009	17509
4694	4704
4694	4707
4694	4713
4694	4720
4694	6553
4694	7473
4694	7501
4694	7518
4694	7683
4694	7811
4694	8069
4694	9351
4694	9353
4694	9365
4694	9369
4694	9370
4694	9379
4694	9435
4694	9593
4694	9595
4694	9596
4694	9609
4694	9613
4694	9995
