policy,seed,step,value
none,0,0,0.08823529411764706
none,0,1,0.058823529411764705
none,0,2,0.08823529411764706
none,0,3,0.14705882352941177
none,0,4,0.11764705882352941
none,0,5,0.08823529411764706
none,0,6,0.11764705882352941
none,0,7,0.17647058823529413
none,0,8,0.20588235294117646
none,0,9,0.23529411764705882
none,0,10,0.23529411764705882
none,0,11,0.29411764705882354
none,0,12,0.35294117647058826
none,0,13,0.3235294117647059
none,0,14,0.29411764705882354
none,0,15,0.4117647058823529
none,0,16,0.4411764705882353
none,0,17,0.29411764705882354
none,0,18,0.35294117647058826
none,0,19,0.38235294117647056
none,0,20,0.38235294117647056
none,0,21,0.4117647058823529
none,0,22,0.38235294117647056
none,0,23,0.4117647058823529
none,0,24,0.4411764705882353
none,0,25,0.4411764705882353
none,0,26,0.38235294117647056
none,0,27,0.47058823529411764
none,0,28,0.47058823529411764
none,0,29,0.5
none,0,30,0.47058823529411764
none,0,31,0.4411764705882353
none,0,32,0.38235294117647056
none,0,33,0.35294117647058826
none,0,34,0.29411764705882354
none,0,35,0.2647058823529412
none,0,36,0.38235294117647056
none,0,37,0.35294117647058826
none,0,38,0.4411764705882353
none,0,39,0.47058823529411764
none,0,40,0.47058823529411764
none,0,41,0.47058823529411764
none,0,42,0.5
none,0,43,0.5588235294117647
none,0,44,0.5882352941176471
none,0,45,0.5
none,0,46,0.4117647058823529
none,0,47,0.35294117647058826
none,0,48,0.38235294117647056
none,0,49,0.38235294117647056
none,0,50,0.35294117647058826
none,0,51,0.4117647058823529
none,0,52,0.4411764705882353
none,0,53,0.47058823529411764
none,0,54,0.4411764705882353
none,0,55,0.4117647058823529
none,0,56,0.4411764705882353
none,0,57,0.5294117647058824
none,0,58,0.47058823529411764
none,0,59,0.3235294117647059
none,0,60,0.4117647058823529
none,0,61,0.4411764705882353
none,0,62,0.4411764705882353
none,0,63,0.5
none,0,64,0.5588235294117647
none,0,65,0.5
none,0,66,0.5588235294117647
none,0,67,0.6470588235294118
none,0,68,0.5
none,0,69,0.4411764705882353
none,0,70,0.5
none,0,71,0.5
none,0,72,0.4117647058823529
none,0,73,0.5
none,0,74,0.5
none,0,75,0.5
none,0,76,0.5
none,0,77,0.5588235294117647
none,0,78,0.5294117647058824
none,0,79,0.5
none,0,80,0.4117647058823529
none,0,81,0.4411764705882353
none,0,82,0.5
none,0,83,0.47058823529411764
none,0,84,0.47058823529411764
none,0,85,0.5
none,0,86,0.38235294117647056
none,0,87,0.47058823529411764
none,0,88,0.35294117647058826
none,0,89,0.3235294117647059
none,0,90,0.35294117647058826
none,0,91,0.4117647058823529
none,0,92,0.4117647058823529
none,0,93,0.4117647058823529
none,0,94,0.47058823529411764
none,0,95,0.5294117647058824
none,0,96,0.5
none,0,97,0.35294117647058826
none,0,98,0.4117647058823529
none,0,99,0.35294117647058826
none,0,100,0.47058823529411764
none,0,101,0.4117647058823529
none,0,102,0.47058823529411764
none,0,103,0.4117647058823529
none,0,104,0.4411764705882353
none,0,105,0.4117647058823529
none,0,106,0.4411764705882353
none,0,107,0.38235294117647056
none,0,108,0.35294117647058826
none,0,109,0.3235294117647059
none,0,110,0.2647058823529412
none,0,111,0.2647058823529412
none,0,112,0.35294117647058826
none,0,113,0.3235294117647059
none,0,114,0.4117647058823529
none,0,115,0.35294117647058826
none,0,116,0.35294117647058826
none,0,117,0.4117647058823529
none,0,118,0.5294117647058824
none,0,119,0.38235294117647056
none,0,120,0.4117647058823529
none,0,121,0.4117647058823529
none,0,122,0.47058823529411764
none,0,123,0.4117647058823529
none,0,124,0.47058823529411764
none,0,125,0.5294117647058824
none,0,126,0.5588235294117647
none,0,127,0.5294117647058824
none,0,128,0.4411764705882353
none,0,129,0.38235294117647056
none,0,130,0.47058823529411764
none,0,131,0.5
none,0,132,0.5
none,0,133,0.4411764705882353
none,0,134,0.5
none,0,135,0.4117647058823529
none,0,136,0.4117647058823529
none,0,137,0.3235294117647059
none,0,138,0.38235294117647056
none,0,139,0.3235294117647059
none,0,140,0.38235294117647056
none,0,141,0.3235294117647059
none,0,142,0.29411764705882354
none,0,143,0.35294117647058826
none,0,144,0.3235294117647059
none,0,145,0.2647058823529412
none,0,146,0.29411764705882354
none,0,147,0.3235294117647059
none,0,148,0.3235294117647059
none,0,149,0.38235294117647056
none,0,150,0.4117647058823529
none,1,0,0.08823529411764706
none,1,1,0.058823529411764705
none,1,2,0.058823529411764705
none,1,3,0.08823529411764706
none,1,4,0.08823529411764706
none,1,5,0.08823529411764706
none,1,6,0.08823529411764706
none,1,7,0.11764705882352941
none,1,8,0.11764705882352941
none,1,9,0.17647058823529413
none,1,10,0.29411764705882354
none,1,11,0.38235294117647056
none,1,12,0.35294117647058826
none,1,13,0.4117647058823529
none,1,14,0.4117647058823529
none,1,15,0.47058823529411764
none,1,16,0.4411764705882353
none,1,17,0.5
none,1,18,0.47058823529411764
none,1,19,0.4411764705882353
none,1,20,0.3235294117647059
none,1,21,0.38235294117647056
none,1,22,0.2647058823529412
none,1,23,0.23529411764705882
none,1,24,0.23529411764705882
none,1,25,0.2647058823529412
none,1,26,0.3235294117647059
none,1,27,0.35294117647058826
none,1,28,0.4411764705882353
none,1,29,0.4117647058823529
none,1,30,0.47058823529411764
none,1,31,0.47058823529411764
none,1,32,0.5588235294117647
none,1,33,0.47058823529411764
none,1,34,0.5
none,1,35,0.47058823529411764
none,1,36,0.5
none,1,37,0.5294117647058824
none,1,38,0.5294117647058824
none,1,39,0.38235294117647056
none,1,40,0.35294117647058826
none,1,41,0.35294117647058826
none,1,42,0.3235294117647059
none,1,43,0.2647058823529412
none,1,44,0.35294117647058826
none,1,45,0.38235294117647056
none,1,46,0.4117647058823529
none,1,47,0.4117647058823529
none,1,48,0.5
none,1,49,0.4117647058823529
none,1,50,0.4411764705882353
none,1,51,0.47058823529411764
none,1,52,0.5
none,1,53,0.5294117647058824
none,1,54,0.5588235294117647
none,1,55,0.5294117647058824
none,1,56,0.47058823529411764
none,1,57,0.5294117647058824
none,1,58,0.4117647058823529
none,1,59,0.47058823529411764
none,1,60,0.5294117647058824
none,1,61,0.47058823529411764
none,1,62,0.4117647058823529
none,1,63,0.35294117647058826
none,1,64,0.4411764705882353
none,1,65,0.4117647058823529
none,1,66,0.3235294117647059
none,1,67,0.35294117647058826
none,1,68,0.3235294117647059
none,1,69,0.4411764705882353
none,1,70,0.4411764705882353
none,1,71,0.4411764705882353
none,1,72,0.5588235294117647
none,1,73,0.6470588235294118
none,1,74,0.5
none,1,75,0.6176470588235294
none,1,76,0.5882352941176471
none,1,77,0.4411764705882353
none,1,78,0.47058823529411764
none,1,79,0.4411764705882353
none,1,80,0.4411764705882353
none,1,81,0.38235294117647056
none,1,82,0.35294117647058826
none,1,83,0.3235294117647059
none,1,84,0.38235294117647056
none,1,85,0.29411764705882354
none,1,86,0.35294117647058826
none,1,87,0.4411764705882353
none,1,88,0.4411764705882353
none,1,89,0.35294117647058826
none,1,90,0.4117647058823529
none,1,91,0.3235294117647059
none,1,92,0.38235294117647056
none,1,93,0.35294117647058826
none,1,94,0.29411764705882354
none,1,95,0.38235294117647056
none,1,96,0.4411764705882353
none,1,97,0.38235294117647056
none,1,98,0.38235294117647056
none,1,99,0.35294117647058826
none,1,100,0.38235294117647056
none,1,101,0.35294117647058826
none,1,102,0.4117647058823529
none,1,103,0.4411764705882353
none,1,104,0.47058823529411764
none,1,105,0.47058823529411764
none,1,106,0.4117647058823529
none,1,107,0.5294117647058824
none,1,108,0.38235294117647056
none,1,109,0.3235294117647059
none,1,110,0.3235294117647059
none,1,111,0.35294117647058826
none,1,112,0.38235294117647056
none,1,113,0.4411764705882353
none,1,114,0.5882352941176471
none,1,115,0.35294117647058826
none,1,116,0.35294117647058826
none,1,117,0.4117647058823529
none,1,118,0.4411764705882353
none,1,119,0.47058823529411764
none,1,120,0.4117647058823529
none,1,121,0.35294117647058826
none,1,122,0.38235294117647056
none,1,123,0.4411764705882353
none,1,124,0.6176470588235294
none,1,125,0.5588235294117647
none,1,126,0.5882352941176471
none,1,127,0.5588235294117647
none,1,128,0.4117647058823529
none,1,129,0.4411764705882353
none,1,130,0.5882352941176471
none,1,131,0.5882352941176471
none,1,132,0.5588235294117647
none,1,133,0.4411764705882353
none,1,134,0.35294117647058826
none,1,135,0.47058823529411764
none,1,136,0.5
none,1,137,0.47058823529411764
none,1,138,0.38235294117647056
none,1,139,0.5294117647058824
none,1,140,0.6176470588235294
none,1,141,0.6470588235294118
none,1,142,0.5294117647058824
none,1,143,0.35294117647058826
none,1,144,0.35294117647058826
none,1,145,0.5
none,1,146,0.4411764705882353
none,1,147,0.47058823529411764
none,1,148,0.5294117647058824
none,1,149,0.38235294117647056
none,1,150,0.3235294117647059
none,2,0,0.08823529411764706
none,2,1,0.08823529411764706
none,2,2,0.029411764705882353
none,2,3,0.029411764705882353
none,2,4,0.029411764705882353
none,2,5,0.058823529411764705
none,2,6,0.11764705882352941
none,2,7,0.08823529411764706
none,2,8,0.14705882352941177
none,2,9,0.17647058823529413
none,2,10,0.17647058823529413
none,2,11,0.17647058823529413
none,2,12,0.17647058823529413
none,2,13,0.17647058823529413
none,2,14,0.14705882352941177
none,2,15,0.17647058823529413
none,2,16,0.20588235294117646
none,2,17,0.2647058823529412
none,2,18,0.23529411764705882
none,2,19,0.17647058823529413
none,2,20,0.29411764705882354
none,2,21,0.3235294117647059
none,2,22,0.4117647058823529
none,2,23,0.29411764705882354
none,2,24,0.3235294117647059
none,2,25,0.2647058823529412
none,2,26,0.14705882352941177
none,2,27,0.14705882352941177
none,2,28,0.14705882352941177
none,2,29,0.23529411764705882
none,2,30,0.20588235294117646
none,2,31,0.20588235294117646
none,2,32,0.3235294117647059
none,2,33,0.38235294117647056
none,2,34,0.38235294117647056
none,2,35,0.4117647058823529
none,2,36,0.3235294117647059
none,2,37,0.38235294117647056
none,2,38,0.4411764705882353
none,2,39,0.4117647058823529
none,2,40,0.47058823529411764
none,2,41,0.4411764705882353
none,2,42,0.35294117647058826
none,2,43,0.35294117647058826
none,2,44,0.2647058823529412
none,2,45,0.29411764705882354
none,2,46,0.35294117647058826
none,2,47,0.35294117647058826
none,2,48,0.4117647058823529
none,2,49,0.4117647058823529
none,2,50,0.35294117647058826
none,2,51,0.4117647058823529
none,2,52,0.4117647058823529
none,2,53,0.5294117647058824
none,2,54,0.5588235294117647
none,2,55,0.5588235294117647
none,2,56,0.5588235294117647
none,2,57,0.47058823529411764
none,2,58,0.4411764705882353
none,2,59,0.38235294117647056
none,2,60,0.3235294117647059
none,2,61,0.29411764705882354
none,2,62,0.29411764705882354
none,2,63,0.29411764705882354
none,2,64,0.3235294117647059
none,2,65,0.4411764705882353
none,2,66,0.5
none,2,67,0.47058823529411764
none,2,68,0.3235294117647059
none,2,69,0.38235294117647056
none,2,70,0.35294117647058826
none,2,71,0.35294117647058826
none,2,72,0.3235294117647059
none,2,73,0.38235294117647056
none,2,74,0.35294117647058826
none,2,75,0.2647058823529412
none,2,76,0.29411764705882354
none,2,77,0.23529411764705882
none,2,78,0.14705882352941177
none,2,79,0.08823529411764706
none,2,80,0.08823529411764706
none,2,81,0.058823529411764705
none,2,82,0.058823529411764705
none,2,83,0.08823529411764706
none,2,84,0.058823529411764705
none,2,85,0.058823529411764705
none,2,86,0.08823529411764706
none,2,87,0.08823529411764706
none,2,88,0.058823529411764705
none,2,89,0.08823529411764706
none,2,90,0.11764705882352941
none,2,91,0.14705882352941177
none,2,92,0.23529411764705882
none,2,93,0.35294117647058826
none,2,94,0.3235294117647059
none,2,95,0.35294117647058826
none,2,96,0.29411764705882354
none,2,97,0.35294117647058826
none,2,98,0.3235294117647059
none,2,99,0.35294117647058826
none,2,100,0.38235294117647056
none,2,101,0.38235294117647056
none,2,102,0.38235294117647056
none,2,103,0.38235294117647056
none,2,104,0.35294117647058826
none,2,105,0.3235294117647059
none,2,106,0.29411764705882354
none,2,107,0.2647058823529412
none,2,108,0.14705882352941177
none,2,109,0.14705882352941177
none,2,110,0.2647058823529412
none,2,111,0.2647058823529412
none,2,112,0.2647058823529412
none,2,113,0.3235294117647059
none,2,114,0.2647058823529412
none,2,115,0.29411764705882354
none,2,116,0.3235294117647059
none,2,117,0.3235294117647059
none,2,118,0.4117647058823529
none,2,119,0.35294117647058826
none,2,120,0.38235294117647056
none,2,121,0.29411764705882354
none,2,122,0.2647058823529412
none,2,123,0.35294117647058826
none,2,124,0.29411764705882354
none,2,125,0.35294117647058826
none,2,126,0.35294117647058826
none,2,127,0.4117647058823529
none,2,128,0.35294117647058826
none,2,129,0.35294117647058826
none,2,130,0.3235294117647059
none,2,131,0.29411764705882354
none,2,132,0.29411764705882354
none,2,133,0.2647058823529412
none,2,134,0.2647058823529412
none,2,135,0.38235294117647056
none,2,136,0.35294117647058826
none,2,137,0.29411764705882354
none,2,138,0.29411764705882354
none,2,139,0.20588235294117646
none,2,140,0.2647058823529412
none,2,141,0.3235294117647059
none,2,142,0.35294117647058826
none,2,143,0.38235294117647056
none,2,144,0.3235294117647059
none,2,145,0.35294117647058826
none,2,146,0.29411764705882354
none,2,147,0.4411764705882353
none,2,148,0.4411764705882353
none,2,149,0.47058823529411764
none,2,150,0.47058823529411764
none,3,0,0.08823529411764706
none,3,1,0.11764705882352941
none,3,2,0.20588235294117646
none,3,3,0.17647058823529413
none,3,4,0.17647058823529413
none,3,5,0.14705882352941177
none,3,6,0.20588235294117646
none,3,7,0.29411764705882354
none,3,8,0.4117647058823529
none,3,9,0.5
none,3,10,0.47058823529411764
none,3,11,0.47058823529411764
none,3,12,0.4117647058823529
none,3,13,0.35294117647058826
none,3,14,0.5
none,3,15,0.47058823529411764
none,3,16,0.6176470588235294
none,3,17,0.5588235294117647
none,3,18,0.4117647058823529
none,3,19,0.4411764705882353
none,3,20,0.5294117647058824
none,3,21,0.4117647058823529
none,3,22,0.35294117647058826
none,3,23,0.29411764705882354
none,3,24,0.29411764705882354
none,3,25,0.2647058823529412
none,3,26,0.29411764705882354
none,3,27,0.2647058823529412
none,3,28,0.23529411764705882
none,3,29,0.29411764705882354
none,3,30,0.2647058823529412
none,3,31,0.23529411764705882
none,3,32,0.29411764705882354
none,3,33,0.17647058823529413
none,3,34,0.23529411764705882
none,3,35,0.23529411764705882
none,3,36,0.17647058823529413
none,3,37,0.20588235294117646
none,3,38,0.23529411764705882
none,3,39,0.2647058823529412
none,3,40,0.29411764705882354
none,3,41,0.29411764705882354
none,3,42,0.3235294117647059
none,3,43,0.3235294117647059
none,3,44,0.29411764705882354
none,3,45,0.35294117647058826
none,3,46,0.35294117647058826
none,3,47,0.38235294117647056
none,3,48,0.4117647058823529
none,3,49,0.35294117647058826
none,3,50,0.35294117647058826
none,3,51,0.35294117647058826
none,3,52,0.4117647058823529
none,3,53,0.4117647058823529
none,3,54,0.47058823529411764
none,3,55,0.38235294117647056
none,3,56,0.5294117647058824
none,3,57,0.6176470588235294
none,3,58,0.7352941176470589
none,3,59,0.6176470588235294
none,3,60,0.6470588235294118
none,3,61,0.6176470588235294
none,3,62,0.6176470588235294
none,3,63,0.5294117647058824
none,3,64,0.5294117647058824
